Date,Open,High,Low,Close,Adj Close,Volume
2020-08-29,395.687592,405.616364,393.037415,399.921478,399.921478,8777703481
2020-08-30,399.616699,428.663971,399.608368,428.395721,428.395721,11211948040
2020-08-31,428.509003,438.560333,419.770172,435.079742,435.079742,12774741797
2020-09-01,434.874451,487.211884,432.079193,477.051910,477.051910,18862763756
2020-09-02,477.007874,480.330994,424.460022,440.040497,440.040497,19691854014
2020-09-03,440.239990,449.532471,381.129700,385.671936,385.671936,19622845896
2020-09-04,384.671631,402.411743,371.636688,388.241150,388.241150,16747106257
2020-09-05,388.038391,394.172272,316.774353,335.260071,335.260071,29880047640
2020-09-06,335.334564,359.764038,319.041901,353.362274,353.362274,27643678917
2020-09-07,353.450256,358.211884,326.254364,352.673492,352.673492,21763614732
2020-09-08,353.202271,355.562866,328.816772,337.602112,337.602112,17991403432
2020-09-09,337.824921,359.164490,332.165009,351.110016,351.110016,14547933520
2020-09-10,351.429321,377.393585,351.111755,368.101898,368.101898,31421134556
2020-09-11,368.118500,376.630402,355.582581,374.695587,374.695587,27296269329
2020-09-12,374.595398,387.538452,367.842194,387.183105,387.183105,13295405814
2020-09-13,387.519287,388.959808,354.340179,365.570007,365.570007,15005899191
2020-09-14,365.699585,384.485199,357.569763,377.268860,377.268860,17536695361
2020-09-15,377.154022,381.508301,363.606812,364.839203,364.839203,16140584321
2020-09-16,364.743988,372.767426,356.682739,365.812286,365.812286,16107612177
2020-09-17,365.865784,393.901611,364.795135,389.019226,389.019226,19899531080
2020-09-18,389.337494,391.904144,376.964996,384.364532,384.364532,14108357740
2020-09-19,384.041656,387.076355,378.724060,385.544373,385.544373,11049507684
2020-09-20,385.597992,385.597992,367.094360,371.052826,371.052826,12292195784
2020-09-21,371.400146,375.737030,336.068970,341.786072,341.786072,17398267133
2020-09-22,341.723816,346.600830,336.855042,344.503174,344.503174,12732578043
2020-09-23,344.622498,345.635590,317.692078,320.585541,320.585541,12047020995
2020-09-24,320.618317,351.464630,318.418976,349.356659,349.356659,13460565701
2020-09-25,349.363129,357.957245,339.350311,352.161865,352.161865,12254269350
2020-09-26,352.531250,355.960632,348.129639,354.965271,354.965271,11036752997
2020-09-27,354.587219,362.051361,349.094391,357.321686,357.321686,11464393949
2020-09-28,357.311157,366.890259,354.825134,354.950500,354.950500,12102509266
2020-09-29,354.974823,360.793488,351.819458,359.963409,359.963409,10286529445
2020-09-30,359.942352,361.210327,353.614349,360.022369,360.022369,9773649426
2020-10-01,360.004639,369.286987,347.197937,353.231293,353.231293,12360670278
2020-10-02,353.220184,354.075226,337.356934,346.532654,346.532654,12946215647
2020-10-03,346.502655,351.627930,344.886658,347.321594,347.321594,8599594017
2020-10-04,347.272430,354.253326,345.398712,353.121918,353.121918,9308536486
2020-10-05,353.045807,355.217896,350.197632,354.277100,354.277100,9933790982
2020-10-06,354.137787,355.504059,338.520233,341.021149,341.021149,11497841885
2020-10-07,341.091675,342.591248,335.533600,342.119781,342.119781,10537119715
2020-10-08,342.094971,352.800385,336.497101,351.455658,351.455658,11511016796
2020-10-09,null,null,null,null,null,null
2020-10-10,365.402466,378.267151,365.354034,370.967590,370.967590,13618484324
2020-10-11,370.928436,377.246796,369.828033,375.142059,375.142059,12584512533
2020-10-12,null,null,null,null,null,null
2020-10-13,null,null,null,null,null,null
2020-10-14,381.971466,387.296173,374.175018,379.484039,379.484039,13918846567
2020-10-15,379.192230,381.208771,371.354126,377.441833,377.441833,14964182545
2020-10-16,377.868500,380.021515,362.597412,366.229004,366.229004,14670784817
2020-10-17,366.015717,369.768127,364.489014,368.855927,368.855927,10951115359
2020-10-18,368.727539,378.597656,368.129150,378.213684,378.213684,11047103109
2020-10-19,378.469635,383.317657,373.702271,379.935608,379.935608,12811242092
2020-10-20,379.719696,380.761017,367.601074,369.136902,369.136902,13741586582
2020-10-21,369.059418,400.627258,368.727966,392.189972,392.189972,20241324322
2020-10-22,391.488617,420.141663,391.276306,413.772980,413.772980,15772846485
2020-10-23,414.051331,418.959930,403.082031,409.766693,409.766693,14256222052
2020-10-24,409.767242,416.599670,407.851715,412.457611,412.457611,12201739194
2020-10-25,412.457642,417.159210,405.350647,406.217773,406.217773,10890207469
2020-10-26,406.217987,411.279877,383.782898,393.888306,393.888306,15155684229
2020-10-27,393.888184,409.772858,390.608459,403.997040,403.997040,13940434102
2020-10-28,403.997101,408.964752,381.146332,388.650757,388.650757,15276441134
2020-10-29,388.651062,393.227692,381.288757,386.730103,386.730103,12920477749
2020-10-30,386.730255,391.464722,375.092407,382.819977,382.819977,13688056970
2020-10-31,382.820038,393.010132,381.295258,386.590332,386.590332,11276963426
2020-11-01,386.590332,397.116119,385.165527,396.358185,396.358185,10475146018
2020-11-02,396.355988,403.240753,381.017639,383.156738,383.156738,13997574252
2020-11-03,383.156036,389.515381,371.312744,387.602173,387.602173,12588494762
2020-11-04,387.603210,407.665649,377.827606,402.141998,402.141998,15126077675
2020-11-05,402.142944,417.525940,397.245819,414.067352,414.067352,15440711038
2020-11-06,414.066711,456.200623,412.982300,454.719299,454.719299,16738305610
2020-11-07,454.722565,465.675476,428.456360,435.713135,435.713135,18873289788
2020-11-08,435.718811,457.780457,433.153778,453.554779,453.554779,11292383601
2020-11-09,453.574158,457.349609,435.163879,444.163055,444.163055,13704320630
2020-11-10,444.166382,453.758362,439.600128,449.679626,449.679626,12090381666
2020-11-11,449.679657,473.578857,449.524933,462.960541,462.960541,14075403511
2020-11-12,462.959534,467.677826,452.072418,461.005280,461.005280,12877327234
2020-11-13,461.005493,475.217255,457.298248,474.626434,474.626434,13191505725
2020-11-14,474.626434,475.161438,452.986084,460.149841,460.149841,10312037942
2020-11-15,460.149902,460.994080,440.254333,447.559082,447.559082,10308617165
2020-11-16,447.558990,463.831024,445.501617,459.940308,459.940308,11441239444
2020-11-17,464.406647,482.232208,460.776611,480.360077,480.360077,14593057877
2020-11-18,480.346832,491.999908,465.830963,479.484070,479.484070,17880199224
2020-11-19,479.481018,480.121735,465.704254,471.630432,471.630432,12473929218
2020-11-20,471.631470,513.610352,471.631470,509.744568,509.744568,18629943296
2020-11-21,509.744598,550.227417,504.237762,549.486633,549.486633,20757099184
2020-11-22,549.486633,579.372498,514.517212,558.068115,558.068115,21967049601
2020-11-23,558.059509,609.987610,551.265259,608.454041,608.454041,27272302872
2020-11-24,608.522766,621.173401,593.835144,603.897766,603.897766,23281758100
2020-11-25,603.902039,605.094177,559.671387,570.686646,570.686646,20088492893
2020-11-26,570.514893,575.641479,485.497314,518.801147,518.801147,31104004592
2020-11-27,519.108093,530.777161,497.242615,517.493713,517.493713,16831105703
2020-11-28,517.597351,548.044861,508.125366,538.229797,538.229797,14770243833
2020-11-29,538.264587,576.602417,531.987549,575.758057,575.758057,15017517758
2020-11-30,575.757080,615.240540,571.537781,614.842529,614.842529,20276867833
2020-12-01,615.070313,635.160583,571.753967,587.324158,587.324158,27178964465
2020-12-02,587.261597,604.022461,578.741028,598.352356,598.352356,16883292129
2020-12-03,598.459229,622.452698,588.346375,616.708740,616.708740,16146190946
2020-12-04,616.722778,618.983154,569.283508,569.354187,569.354187,16337589997
2020-12-05,569.347656,596.595459,563.106628,596.595459,596.595459,13498010566
2020-12-06,596.568665,606.791931,584.411743,601.908997,601.908997,11290893016
2020-12-07,601.797119,602.917908,585.428650,591.843384,591.843384,10720480962
2020-12-08,591.900818,594.751587,552.469238,554.827759,554.827759,14398919320
2020-12-09,554.792908,577.288391,532.998413,573.479126,573.479126,15855915840
2020-12-10,573.504028,574.600159,549.784058,559.678528,559.678528,11672582040
2020-12-11,559.679199,560.376709,537.811646,545.797363,545.797363,11098819124
2020-12-12,545.578552,573.339417,545.245605,568.567322,568.567322,8534557897
2020-12-13,568.609863,593.781250,564.565979,589.663208,589.663208,9070377862
2020-12-14,589.782471,590.492981,577.118408,586.011169,586.011169,8125837102
2020-12-15,586.021790,596.247742,580.628784,589.355591,589.355591,9326645840
2020-12-16,589.378662,636.640320,582.039124,636.181824,636.181824,15817248373
2020-12-17,636.154175,673.834229,628.749390,642.868958,642.868958,25479532147
2020-12-18,642.916992,662.699097,632.356079,654.811951,654.811951,15756303983
2020-12-19,654.624207,668.769592,646.616211,659.297913,659.297913,12830893778
2020-12-20,659.185059,659.923706,625.014465,638.290833,638.290833,13375855442
2020-12-21,638.315186,646.846558,600.836060,609.817871,609.817871,14419493621
2020-12-22,609.420532,635.076599,589.552002,634.854187,634.854187,14745890080
2020-12-23,634.824585,637.122803,560.364258,583.714600,583.714600,15261413038
2020-12-24,584.135620,613.815186,568.596375,611.607178,611.607178,14317413703
2020-12-25,611.554565,633.061401,605.424438,626.410706,626.410706,13520927700
2020-12-26,626.498047,650.721436,617.402100,635.835815,635.835815,14761125202
2020-12-27,635.887146,711.393555,628.334961,682.642334,682.642334,26093552821
2020-12-28,683.205811,745.877747,683.205811,730.397339,730.397339,24222565862
2020-12-29,730.358704,737.952881,692.149414,731.520142,731.520142,18710683199
2020-12-30,731.472839,754.303223,720.988892,751.618958,751.618958,17294574210
2020-12-31,751.626648,754.299438,726.511902,737.803406,737.803406,13926846861
2021-01-01,737.708374,749.201843,719.792236,730.367554,730.367554,13652004358
2021-01-02,730.402649,786.798462,718.109497,774.534973,774.534973,19740771179
2021-01-03,774.511841,1006.565002,771.561646,975.507690,975.507690,45200463368
2021-01-04,977.058838,1153.189209,912.305359,1040.233032,1040.233032,56945985763
2021-01-05,1041.498779,1129.371460,986.811279,1100.006104,1100.006104,41535932781
2021-01-06,1101.005005,1209.428589,1064.233398,1207.112183,1207.112183,44699914188
2021-01-07,1208.078369,1282.579590,1167.443115,1225.678101,1225.678101,40468027280
2021-01-08,1225.967896,1273.827515,1076.081543,1224.197144,1224.197144,44334826666
2021-01-09,1223.740479,1303.871826,1182.270386,1281.077271,1281.077271,33233105361
2021-01-10,1280.871094,1347.926147,1194.715576,1262.246704,1262.246704,40616938053
2021-01-11,1261.622925,1261.622925,924.922607,1090.145386,1090.145386,60733630300
2021-01-12,1088.526733,1149.240234,1012.764160,1043.434570,1043.434570,37494601692
2021-01-13,1043.740967,1134.338501,994.549072,1130.739380,1130.739380,30109792795
2021-01-14,1130.231201,1244.163086,1093.060791,1218.453003,1218.453003,33410915929
2021-01-15,1221.877197,1250.505859,1090.721069,1171.834595,1171.834595,35972039310
2021-01-16,1171.443115,1290.053589,1157.623779,1233.537598,1233.537598,32319240157
2021-01-17,1233.453369,1265.644653,1174.388550,1230.172241,1230.172241,29258032819
2021-01-18,1230.313232,1259.450073,1187.311035,1257.279541,1257.279541,25817455560
2021-01-19,1257.434570,1432.300049,1254.522949,1377.295898,1377.295898,47195935190
2021-01-20,1375.248413,1405.744141,1243.299927,1382.274048,1382.274048,46784030909
2021-01-21,1382.684448,1382.684448,1098.476196,1121.570923,1121.570923,45932464754
2021-01-22,1118.889038,1271.687622,1046.596558,1236.512207,1236.512207,43918338506
2021-01-23,1235.267944,1272.151123,1200.893311,1230.990601,1230.990601,27253895441
2021-01-24,1231.210571,1395.111328,1225.274048,1391.609375,1391.609375,36418163554
2021-01-25,1390.639893,1467.784912,1304.973999,1324.414795,1324.414795,43565777745
2021-01-26,1323.741699,1376.085083,1253.340332,1357.058105,1357.058105,41572917750
2021-01-27,1358.333374,1368.074097,1215.311279,1253.187134,1253.187134,39394416990
2021-01-28,1251.279785,1321.613037,1226.173950,1298.101807,1298.101807,39790481941
2021-01-29,1369.086792,1428.981201,1292.240112,1382.522827,1382.522827,53611955259
2021-01-30,1382.231934,1402.399780,1328.529053,1376.115479,1376.115479,30616574234
2021-01-31,1376.823608,1378.916016,1288.501587,1314.986206,1314.986206,25198853581
2021-02-01,1314.855225,1373.845825,1274.357788,1369.040527,1369.040527,29210670920
2021-02-02,1369.505127,1542.990967,1362.771240,1515.193726,1515.193726,45437142801
2021-02-03,1514.769653,1660.909546,1510.010254,1660.909546,1660.909546,41874566399
2021-02-04,1661.170166,1689.186646,1561.853516,1594.762695,1594.762695,44396871836
2021-02-05,1594.793335,1756.510986,1594.793335,1718.650879,1718.650879,40108628454
2021-02-06,1717.797485,1738.314453,1649.068726,1677.846802,1677.846802,39873420648
2021-02-07,1677.605713,1690.036621,1501.750244,1614.227783,1614.227783,39889440151
2021-02-08,1613.642212,1770.590820,1571.579956,1746.616821,1746.616821,48012285956
2021-02-09,1746.926147,1815.963623,1711.620605,1768.035034,1768.035034,44180727529
2021-02-10,1768.039795,1826.696777,1686.542358,1744.243408,1744.243408,41916084617
2021-02-11,1743.714233,1806.539063,1708.679199,1783.797974,1783.797974,36021495262
2021-02-12,1783.489136,1861.356934,1744.168945,1843.532593,1843.532593,37905036865
2021-02-13,1843.986816,1871.603516,1770.612061,1814.109863,1814.109863,35359490535
2021-02-14,1814.372314,1848.154053,1789.914185,1805.084106,1805.084106,31439114900
2021-02-15,1804.676758,1833.830566,1683.906616,1779.791016,1779.791016,38955610883
2021-02-16,1778.945557,1824.518677,1729.641968,1781.067505,1781.067505,34269369268
2021-02-17,1781.350098,1853.667603,1736.705811,1848.458252,1848.458252,35955412703
2021-02-18,1848.206299,1949.903442,1848.206299,1937.449219,1937.449219,28255902969
2021-02-19,1938.859863,1969.546997,1896.684448,1960.164795,1960.164795,26268814253
2021-02-20,1959.902954,2036.286499,1830.531494,1919.534058,1919.534058,34696091102
2021-02-21,1918.673096,1974.259644,1890.368164,1935.601074,1935.601074,23626547717
2021-02-22,1935.557861,1936.453735,1580.626587,1781.992920,1781.992920,42409646036
2021-02-23,1781.409058,1781.409058,1378.840942,1570.203979,1570.203979,52029864713
2021-02-24,1571.476440,1710.983765,1511.018921,1626.575684,1626.575684,31329000537
2021-02-25,1625.393921,1670.224121,1465.058960,1475.703735,1475.703735,24481681873
2021-02-26,1478.653320,1559.028931,1407.979248,1446.033691,1446.033691,31435997881
2021-02-27,1446.929443,1524.932373,1433.786987,1459.973145,1459.973145,20742103233
2021-02-28,1459.860474,1468.391479,1300.472168,1416.048950,1416.048950,27637026080
2021-03-01,1417.151123,1567.694580,1416.416138,1564.707642,1564.707642,24032838645
2021-03-02,1564.063477,1597.610107,1461.325439,1492.608765,1492.608765,22523669722
2021-03-03,1491.451172,1650.360596,1481.905762,1575.853149,1575.853149,22674780680
2021-03-04,1574.623779,1622.953857,1511.103394,1541.914307,1541.914307,22906118718
2021-03-05,1541.541748,1547.878174,1450.891357,1533.275024,1533.275024,21067146937
2021-03-06,1532.372803,1669.106567,1519.141113,1654.741577,1654.741577,22746262366
2021-03-07,1655.392456,1730.924194,1636.564453,1723.153809,1723.153809,23809935410
2021-03-08,1724.229248,1835.192139,1670.942017,1834.727905,1834.727905,27630991158
2021-03-09,1835.148071,1868.048828,1804.266357,1868.048828,1868.048828,23461244507
2021-03-10,1868.489014,1873.803223,1766.490479,1799.166260,1799.166260,25154173185
2021-03-11,1798.033936,1843.818848,1734.617065,1826.194946,1826.194946,24013132909
2021-03-12,1826.546753,1839.497314,1728.980957,1772.102417,1772.102417,22435821312
2021-03-13,1772.166382,1937.645508,1733.639893,1924.685425,1924.685425,25014689475
2021-03-14,1923.863770,1930.779785,1845.119995,1854.564331,1854.564331,19344589211
2021-03-15,1854.086670,1889.196655,1749.606323,1791.702271,1791.702271,26244738810
2021-03-16,1792.413818,1817.060181,1720.053223,1806.971802,1806.971802,23828509590
2021-03-17,1807.056152,1839.818970,1749.179932,1823.449341,1823.449341,24512917348
2021-03-18,1823.158447,1848.646118,1705.716064,1782.855103,1782.855103,23263845504
2021-03-19,1782.568726,1841.196045,1746.473389,1817.624146,1817.624146,21249297710
2021-03-20,1817.522705,1874.708984,1811.728638,1812.634644,1812.634644,22677674970
2021-03-21,1812.606567,1823.353027,1764.139282,1788.217041,1788.217041,22977404620
2021-03-22,1788.362183,1811.968262,1674.299805,1691.333984,1691.333984,23599296129
2021-03-23,1690.871826,1725.108765,1662.539917,1678.650146,1678.650146,21998237965
2021-03-24,1678.002563,1740.428223,1570.787964,1593.413452,1593.413452,31228051473
2021-03-25,1593.123291,1625.911499,1560.370483,1595.359253,1595.359253,29650328701
2021-03-26,1595.210083,1702.922852,1594.736694,1702.842041,1702.842041,22548516548
2021-03-27,1703.036133,1732.824341,1674.319336,1716.494629,1716.494629,18102277710
2021-03-28,1716.405640,1728.584106,1672.660400,1691.355957,1691.355957,16599472938
2021-03-29,1691.263184,1837.187988,1683.716553,1819.684937,1819.684937,22796570548
2021-03-30,1819.466309,1860.974731,1793.922363,1846.033691,1846.033691,22512781703
2021-03-31,1846.098267,1947.837769,1793.002197,1918.362061,1918.362061,30226902621
2021-04-01,1919.157227,1989.055054,1912.178467,1977.276855,1977.276855,30914259795
2021-04-02,1976.932739,2152.451904,1960.678711,2143.225586,2143.225586,34862511022
2021-04-03,2142.895996,2144.962402,2028.422485,2028.422485,2028.422485,32011518871
2021-04-04,2027.671265,2110.353516,2007.111816,2093.122803,2093.122803,26006501902
2021-04-05,2093.260742,2140.985352,2032.387695,2107.887207,2107.887207,28889391170
2021-04-06,2109.493164,2151.223389,2057.609131,2118.378906,2118.378906,29222865881
2021-04-07,2117.728516,2133.187500,1945.442139,1971.077271,1971.077271,36116271935
2021-04-08,1969.133179,2091.516357,1959.079468,2088.573730,2088.573730,25312956529
2021-04-09,2088.772217,2102.873779,2055.163330,2072.108887,2072.108887,19812472092
2021-04-10,2071.111572,2196.996338,2062.787598,2135.942139,2135.942139,24986243611
2021-04-11,2136.156982,2165.191406,2119.865723,2157.656982,2157.656982,19692836132
2021-04-12,2157.361816,2199.718750,2110.368896,2139.353271,2139.353271,21727936609
2021-04-13,2139.364258,2318.423340,2138.559570,2299.187744,2299.187744,29456642939
2021-04-14,2299.347900,2449.687500,2284.563721,2435.104980,2435.104980,35592822986
2021-04-15,2436.034668,2544.267334,2409.924072,2519.116211,2519.116211,32325606817
2021-04-16,2516.601807,2547.555664,2318.675049,2431.946533,2431.946533,36196928256
2021-04-17,2429.980957,2497.385254,2333.682861,2344.895020,2344.895020,32349808978
2021-04-18,2346.452393,2365.460449,2011.766846,2237.136963,2237.136963,50696368718
2021-04-19,2238.032715,2276.776855,2086.688721,2166.188721,2166.188721,34060654971
2021-04-20,2161.939453,2345.834961,2060.143799,2330.210938,2330.210938,39433483315
2021-04-21,2331.160156,2467.200684,2238.366943,2364.751709,2364.751709,38899067643
2021-04-22,2357.871094,2641.094971,2315.960205,2403.535156,2403.535156,53575904724
2021-04-23,2401.256348,2439.537109,2117.039551,2363.586182,2363.586182,55413933925
2021-04-24,2367.199219,2367.740967,2163.693115,2211.625732,2211.625732,31854226936
2021-04-25,2214.413818,2354.086670,2172.515137,2316.059570,2316.059570,31814355546
2021-04-26,2319.478027,2536.337402,2308.315186,2534.481689,2534.481689,35208325408
2021-04-27,2534.031250,2676.392822,2485.375000,2662.865234,2662.865234,32275969215
2021-04-28,2664.685547,2757.477295,2564.081543,2746.380127,2746.380127,34269031076
2021-04-29,2748.649658,2797.972412,2672.106689,2756.876953,2756.876953,32578127990
2021-04-30,2757.734131,2796.054932,2728.169922,2773.207031,2773.207031,29777179889
2021-05-01,2772.838379,2951.440918,2755.908447,2945.892822,2945.892822,28726205272
2021-05-02,2945.560059,2984.891846,2860.526123,2952.056152,2952.056152,28032013047
2021-05-03,2951.175781,3450.037842,2951.175781,3431.086182,3431.086182,49174290212
2021-05-04,3431.131592,3523.585938,3180.742676,3253.629395,3253.629395,62402045158
2021-05-05,3240.554688,3541.462646,3213.101563,3522.783203,3522.783203,48334198383
2021-05-06,3524.930908,3598.895996,3386.239990,3490.880371,3490.880371,44300394788
2021-05-07,3490.105225,3573.290039,3370.261963,3484.729004,3484.729004,39607240515
2021-05-08,3481.988037,3950.165039,3453.768555,3902.647705,3902.647705,50208491286
2021-05-09,3911.463135,3981.259033,3743.989014,3928.844727,3928.844727,50568290278
2021-05-10,3924.413330,4197.473145,3684.451660,3952.293945,3952.293945,62691789007
2021-05-11,3948.271973,4178.208984,3783.889404,4168.701172,4168.701172,52679737865
2021-05-12,4174.635742,4362.350586,3785.848633,3785.848633,3785.848633,69023382175
2021-05-13,3828.918457,4032.563477,3549.407227,3715.148438,3715.148438,78398214539
2021-05-14,3720.122314,4171.017090,3703.399902,4079.057373,4079.057373,48174271215
2021-05-15,4075.951660,4129.185547,3638.122070,3638.122070,3638.122070,42422321751
2021-05-16,3641.830811,3878.895996,3350.951660,3587.506104,3587.506104,47359478734
2021-05-17,3581.343018,3587.765625,3129.008789,3282.397705,3282.397705,54061732774
2021-05-18,3276.872314,3562.465088,3246.404053,3380.070068,3380.070068,40416525218
2021-05-19,3382.657227,3437.935791,1952.460205,2460.679199,2460.679199,84482912776
2021-05-20,2439.638672,2993.145264,2170.229004,2784.294189,2784.294189,67610826680
2021-05-21,2772.341309,2938.205078,2113.347168,2430.621338,2430.621338,53774070802
2021-05-22,2436.014648,2483.983154,2168.124268,2295.705566,2295.705566,42089937660
2021-05-23,2298.367188,2384.411621,1737.468750,2109.579834,2109.579834,56005721977
2021-05-24,2099.936035,2672.595703,2090.639648,2643.591064,2643.591064,53697121740
2021-05-25,2649.033203,2750.534912,2394.355469,2706.628906,2706.628906,49558333256
2021-05-26,2707.052734,2911.735596,2652.094482,2888.698730,2888.698730,42499766020
2021-05-27,2888.752441,2888.752441,2642.607910,2736.488525,2736.488525,33373635283
2021-05-28,2742.468994,2761.363281,2336.361328,2419.906250,2419.906250,39999114805
2021-05-29,2414.067139,2566.938477,2208.490967,2279.514160,2279.514160,33773720220
2021-05-30,2278.288818,2472.187744,2188.834473,2390.305420,2390.305420,25876619428
2021-05-31,2387.198486,2715.854980,2279.505127,2714.945313,2714.945313,31007383150
2021-06-01,2707.560547,2739.737549,2531.160645,2633.518311,2633.518311,27363223090
2021-06-02,2634.456055,2801.392334,2555.401367,2706.125000,2706.125000,27723267359
2021-06-03,2708.376221,2891.254883,2667.684326,2855.126465,2855.126465,30038207402
2021-06-04,2857.165527,2857.165527,2562.637451,2688.195068,2688.195068,34173841611
2021-06-05,2691.619385,2817.484863,2558.233643,2630.576904,2630.576904,30496672724
2021-06-06,2629.748779,2743.441162,2616.162354,2715.092773,2715.092773,25311639414
2021-06-07,2713.047363,2845.185059,2583.995117,2590.263184,2590.263184,30600111277
2021-06-08,2594.602295,2620.846191,2315.546631,2517.438721,2517.438721,41909736778
2021-06-09,2510.199219,2625.070557,2412.197754,2608.267090,2608.267090,36075832186
2021-06-10,2611.142578,2619.957764,2435.401611,2471.518555,2471.518555,28753626390
2021-06-11,2472.858887,2495.414795,2326.869629,2353.768799,2353.768799,24832564195
2021-06-12,2354.752197,2447.227783,2265.758057,2372.484375,2372.484375,25724364410
2021-06-13,2372.690186,2547.367920,2312.640137,2508.391602,2508.391602,27092945370
2021-06-14,2508.770508,2606.432861,2469.388184,2537.891113,2537.891113,26964576331
2021-06-15,2587.762695,2639.229248,2515.153076,2610.936768,2610.936768,29005279219
2021-06-16,2544.864746,2554.628906,2354.350586,2367.663574,2367.663574,24101926180
2021-06-17,2367.306396,2457.175537,2312.301514,2372.001953,2372.001953,21871633186
2021-06-18,2374.586914,2377.195068,2147.308350,2231.733154,2231.733154,22752818388
2021-06-19,2235.159180,2278.415039,2168.885010,2178.499023,2178.499023,18765854896
2021-06-20,2171.337891,2275.382813,2049.962646,2246.364502,2246.364502,22535930423
2021-06-21,2245.317871,2259.464111,1867.185425,1888.447510,1888.447510,33745173825
2021-06-22,1886.667603,1993.159790,1707.600586,1874.950073,1874.950073,35547251725
2021-06-23,1878.625000,2043.530396,1827.571533,1989.736328,1989.736328,28408659206
2021-06-24,1968.957397,2032.339355,1887.432007,1988.456299,1988.456299,20272845769
2021-06-25,1989.215820,2017.759521,1794.400391,1813.217285,1813.217285,22774334998
2021-06-26,1810.884277,1850.179810,1719.559448,1829.239258,1829.239258,20637542361
2021-06-27,1830.996948,1979.958130,1811.245850,1978.894653,1978.894653,19885474742
2021-06-28,1981.386475,2139.805420,1963.615479,2079.657471,2079.657471,25514602841
2021-06-29,2083.448730,2242.238770,2076.240234,2160.768311,2160.768311,24815124419
2021-06-30,2164.216309,2282.989014,2090.760742,2274.547607,2274.547607,25828056268
2021-07-01,2274.397461,2274.397461,2081.081055,2113.605469,2113.605469,29061701793
2021-07-02,2109.892578,2155.596436,2021.824829,2150.040283,2150.040283,31796212554
2021-07-03,2150.834961,2237.567139,2117.590088,2226.114258,2226.114258,17433361641
2021-07-04,2226.550293,2384.286865,2190.837646,2321.724121,2321.724121,18787107473
2021-07-05,2321.922852,2321.922852,2163.041504,2198.582520,2198.582520,20103794829
2021-07-06,2197.919434,2346.294922,2197.919434,2324.679443,2324.679443,20891861314
2021-07-07,2323.208496,2403.773438,2298.026855,2315.161865,2315.161865,22398345285
2021-07-08,2317.949219,2324.006836,2089.414307,2120.026367,2120.026367,23188123689
2021-07-09,2115.573975,2185.376221,2051.066650,2146.692383,2146.692383,23029574602
2021-07-10,2146.999756,2190.124023,2081.923584,2111.403564,2111.403564,17581542471
2021-07-11,2110.875732,2172.653320,2083.803711,2139.664795,2139.664795,14705386138
2021-07-12,2140.506836,2167.710205,2011.018921,2036.721069,2036.721069,17768129077
2021-07-13,2034.098389,2040.693604,1922.577881,1940.083984,1940.083984,16621628658
2021-07-14,1941.167847,2015.107422,1869.223145,1994.331299,1994.331299,17342819679
2021-07-15,1994.712036,2037.742554,1883.272217,1911.175659,1911.175659,15688092552
2021-07-16,1916.598389,1959.696289,1853.590332,1880.382935,1880.382935,14884569147
2021-07-17,1876.881348,1917.597900,1855.590820,1898.825195,1898.825195,13364282076
